title,worldwide_gross,averagerating,numvotes,popularity,domestic_gross,foreign_gross,total_gross
the star,62758010,6.1,5159,14.53,40900000,22000000.0,62900000.0
how to be a latin lover,62556228,5.9,11747,11.0,32100000,29700000.0,61800000.0
a walk among the tombstones,62108587,6.5,105116,19.373,26300000,26900000.0,53200000.0
brooklyn,62076141,7.5,117021,12.083,38300000,23800000.0,62100000.0
brooklyn,62076141,7.5,117021,0.916,38300000,23800000.0,62100000.0
krampus,61788393,6.2,55400,9.417,42700000,18800000.0,61500000.0
the tree of life,61721826,6.8,156266,11.569,13300000,41000000.0,54300000.0
monster trucks,61642798,5.7,13525,8.827,33400000,31100000.0,64500000.0
the five-year engagement,61623819,6.2,88469,10.729,28800000,25100000.0,53900000.0
"everything, everything",61603136,6.4,26811,13.998,34100000,27500000.0,61600000.0
the walk,61492104,6.8,126,11.754,10100000,51000000.0,61100000.0
larry crowne,61449135,6.1,58927,7.261,35600000,36400000.0,72000000.0
rock of ages,61031932,5.9,69910,11.369000000000002,38500000,20900000.0,59400000.0
dallas buyers club,60611845,8.0,402462,12.389,27300000,27900000.0,55200000.0
dallas buyers club,60611845,8.0,402462,12.389,27300000,27900000.0,55200000.0
runner runner,60512680,5.6,58235,10.442,19300000,43400000.0,62700000.0
secretariat,60376247,7.2,24536,9.059,59700000,537000.0,60237000.0
the perfect guy,60278166,5.6,8998,6.727,57000000,3200000.0,60200000.0
127 hours,60217171,7.6,323949,11.435,18300000,42400000.0,60700000.0
a haunted house,59922558,5.1,40308,6.909,40000000,20100000.0,60100000.0
morning glory,59795070,6.5,67367,10.595,31000000,29000000.0,60000000.0
the nice guys,59596747,7.4,240337,13.743,36300000,26500000.0,62800000.0
one day,59168692,7.0,128094,10.308,13800000,45500000.0,59300000.0
the legend of hercules,58953319,4.2,50352,13.754,18800000,42400000.0,61200000.0
woman in gold,58586407,7.3,48501,7.76,33299999,28300000.0,61599999.0
that's my boy,58085235,5.6,83009,12.817,36900000,20800000.0,57700000.0
snitch,57907734,6.5,78142,0.6,42900000,0.0,42900000.0
snitch,57907734,6.5,78142,16.673,42900000,0.0,42900000.0
adrift,57897191,6.0,6,0.6,31400000,28500000.0,59900000.0
adrift,57897191,6.0,6,16.785999999999998,31400000,28500000.0,59900000.0
snatched,57852177,5.5,61,0.725,45900000,15000000.0,60900000.0
snatched,57852177,5.5,61,10.92,45900000,15000000.0,60900000.0
dolphin tale 2,57824533,6.4,7579,7.403,42000000,15800000.0,57800000.0
end of watch,57586606,7.6,211308,13.152,41000000,7100000.0,48100000.0
the nut job 2: nutty by nature,57438389,5.5,4820,8.975,28400000,36800000.0,65200000.0
boyhood,57273049,7.9,315584,11.140999999999998,25400000,19100000.0,44500000.0
remember me,56506120,7.1,129443,11.453,19100000,37000000.0,56100000.0
the crazies,56445534,6.5,104465,12.246,39100000,15700000.0,54800000.0
quartet,56178935,6.8,17979,8.32,18400000,41100000.0,59500000.0
the 15:17 to paris,56096200,5.2,21880,11.576,36300000,20800000.0,57100000.0
florence foster jenkins,56000339,6.8,44970,8.453,27400000,21500000.0,48900000.0
cop out,55909910,5.6,81656,8.82,44900000,10700000.0,55600000.0
zoolander 2,55348693,4.7,59914,12.997,28800000,27900000.0,56700000.0
the odd life of timothy green,55249159,6.6,42770,9.216,51900000,4200000.0,56100000.0
all eyez on me,54876855,5.8,18541,7.249,44900000,0.0,44900000.0
st. vincent,54837234,7.3,89372,16.379,44100000,10700000.0,54800000.0
downsizing,54462971,5.7,74815,10.682,24400000,30600000.0,55000000.0
downsizing,54462971,5.7,74815,10.682,24400000,30600000.0,55000000.0
barbershop: the next cut,54404202,5.9,13306,12.845999999999998,54000000,1000000.0,55000000.0
lawless,54393687,7.3,214055,12.147,37400000,16300000.0,53700000.0
sinister 2,54104225,5.3,41782,9.916,27700000,25100000.0,52800000.0
the three stooges,54052249,5.1,28570,9.358,44300000,10500000.0,54800000.0
the big sick,53972860,7.6,104008,12.322,42900000,13500000.0,56400000.0
"i, tonya",53797409,7.5,141668,15.407,30000000,23900000.0,53900000.0
"i, tonya",53797409,7.5,141668,15.407,30000000,23900000.0,53900000.0
the boy next door,53401938,4.7,34816,0.6,35400000,17000000.0,52400000.0
the boy next door,53401938,4.7,34816,7.062,35400000,17000000.0,52400000.0
from paris with love,53139168,6.5,107079,12.862,24100000,28700000.0,52800000.0
that awkward moment,53068955,6.2,92148,8.649,26100000,14400000.0,40500000.0
patriots day,52837989,7.4,76204,15.435,31900000,18700000.0,50600000.0
patriots day,52837989,7.4,76204,15.435,31900000,18700000.0,50600000.0
the roommate,52545707,4.9,33062,8.134,37300000,3200000.0,40500000.0
the night before,52427346,6.4,58455,9.014,43000000,9300000.0,52300000.0
the night before,52427346,6.4,58455,9.014,43000000,9300000.0,52300000.0
peppermint,51800758,6.5,35854,32.476,35400000,18400000.0,53800000.0
slender man,51723644,3.2,19650,16.999000000000002,30600000,21200000.0,51800000.0
homefront,51695362,6.5,98549,14.422,20200000,22900000.0,43100000.0
teen titans go! to the movies,51620593,6.8,12525,16.523,29800000,22300000.0,52100000.0
august: osage county,50738810,7.2,79383,9.586,37700000,36500000.0,74200000.0
august: osage county,50738810,7.2,79383,9.586,37700000,36500000.0,74200000.0
the master,50647416,7.1,131365,12.829,16399999,11900000.0,28299999.0
the master,50647416,7.1,131365,0.6,16399999,11900000.0,28299999.0
red tails,50365498,5.9,31815,10.247,49900000,489000.0,50389000.0
nightcrawler,50334418,7.9,404476,25.597,32400000,6300000.0,38700000.0
winnie the pooh,50145607,7.2,19605,11.147,26700000,23200000.0,49900000.0
the switch,49858465,6.1,90661,7.745,27800000,22100000.0,49900000.0
man on a ledge,49621440,6.6,137507,11.263,18600000,27600000.0,46200000.0
the finest hours,49252761,6.8,55981,12.673,27600000,24500000.0,52100000.0
she's out of my league,48680977,6.4,117245,7.775,32000000,17800000.0,49800000.0
parker,48543388,6.2,105529,14.95,17600000,28600000.0,46200000.0
charlie st. cloud,48478084,6.5,55016,9.454,31200000,17000000.0,48200000.0
the big wedding,48425971,5.6,44221,11.231,21800000,24700000.0,46500000.0
the last stand,48330757,6.4,126623,15.894,12100000,36300000.0,48400000.0
scott pilgrim vs. the world,48056764,7.5,339338,14.383,31500000,16100000.0,47600000.0
trouble with the curve,47818913,6.8,56129,8.548,35800000,13200000.0,49000000.0
texas chainsaw 3d,47666013,4.8,41784,18.256,34300000,12900000.0,47200000.0
the world's end,47508505,7.0,235308,12.719,26000000,20100000.0,46100000.0
soul surfer,47158652,7.1,41659,8.459,43900000,3200000.0,47100000.0
the place beyond the pines,47011449,7.3,226765,12.96,21400000,14100000.0,35500000.0
rough night,46844357,5.2,39447,14.338,22100000,25200000.0,47300000.0
the spy next door,46752858,5.5,36767,10.746,24300000,20900000.0,45200000.0
mary queen of scots,46734733,5.5,753,16.115,16500000,29900000.0,46400000.0
the debt,46604054,6.9,61046,12.697,31200000,14500000.0,45700000.0
uncle drew,46527161,5.7,9739,10.836,42500000,4200000.0,46700000.0
entourage,46438538,6.6,71519,13.802,32400000,16900000.0,49300000.0
a monster calls,46414530,7.5,70416,11.128,3700000,43600000.0,47300000.0
a monster calls,46414530,7.5,70416,11.128,3700000,43600000.0,47300000.0
machete,46370970,6.6,182320,12.557,26600000,17500000.0,44100000.0
risen,46255763,5.3,182,10.089,36900000,9200000.0,46100000.0
"mcfarland, usa",45707924,7.4,31735,8.197000000000001,44500000,1200000.0,45700000.0
hot pursuit,45671512,5.1,44723,9.607,34600000,17100000.0,51700000.0
early man,45285890,6.1,15882,16.675,8300000,46400000.0,54700000.0
eddie the eagle,45060480,7.4,75331,11.483,15800000,30400000.0,46200000.0
winchester,44378040,5.4,24351,12.44,25100000,0.0,25100000.0
logan lucky,44264271,7.0,105966,15.743,27800000,20700000.0,48500000.0
oculus,44115496,6.5,106906,10.841,27700000,16300000.0,44000000.0
house at the end of the street,44103982,5.6,66303,8.72,31600000,12700000.0,44300000.0
going the distance,43603990,6.3,54421,8.281,17800000,24200000.0,42000000.0
the duff,43528634,6.5,74486,9.054,34000000,9500000.0,43500000.0
jobs,43402515,5.9,88788,8.023,16100000,19800000.0,35900000.0
the snowman,43226146,5.1,47890,14.581,6700000,36400000.0,43100000.0
no escape,42844516,6.8,70222,19.005,27300000,27100000.0,54400000.0
carol,42843521,7.2,100680,13.095999999999998,12700000,27600000.0,40300000.0
carol,42843521,7.2,100680,13.095999999999998,12700000,27600000.0,40300000.0
the possession of hannah grace,42785387,5.2,11629,20.263,14800000,28200000.0,43000000.0
mother!,42531076,6.6,156813,15.227,17800000,26700000.0,44500000.0
almost christmas,42493506,6.1,5212,6.532,42200000,422000.0,42622000.0
legend,42425450,6.5,1568,10.542,1900000,41100000.0,43000000.0
legend,42425450,6.5,1568,10.542,1900000,41100000.0,43000000.0
legend,42425450,6.5,1568,10.195,1900000,41100000.0,43000000.0
legend,42425450,6.5,1568,10.542,1900000,41100000.0,43000000.0
legend,42425450,6.5,1568,10.195,1900000,41100000.0,43000000.0
chernobyl diaries,42411721,5.0,60304,14.658,18100000,19000000.0,37100000.0
my name is khan,42355526,8.0,90988,7.619,4000000,38300000.0,42300000.0
the lady in the van,42320503,6.7,23105,9.269,10000000,31400000.0,41400000.0
the lady in the van,42320503,6.7,23105,9.269,10000000,31400000.0,41400000.0
love the coopers,42227490,5.8,18018,8.261000000000001,26300000,16100000.0,42400000.0
earth to echo,42174545,5.8,17627,7.189,38900000,6400000.0,45300000.0
still alice,41699612,7.5,116832,10.747,18800000,25100000.0,43900000.0
the gallows,41656474,4.2,17763,9.166,22800000,20200000.0,43000000.0
dream house,41642166,6.0,59714,9.047,21300000,17200000.0,38500000.0
dredd,41467606,7.1,234616,13.223,13400000,22200000.0,35600000.0
50/50,41334735,7.7,300475,12.451,35000000,4200000.0,39200000.0
this is where i leave you,41296320,6.6,65202,9.681,34300000,7000000.0,41300000.0
the guilt trip,41294674,5.8,33702,8.939,37100000,4700000.0,41800000.0
don jon,41268579,6.6,216350,12.78,24500000,6000000.0,30500000.0
ricki and the flash,41166033,5.9,20932,8.247,26800000,14500000.0,41300000.0
the best of me,41059418,6.7,59750,8.622,26800000,9200000.0,36000000.0
drive angry,41042583,5.4,90203,14.095999999999998,10700000,18200000.0,28900000.0
30 minutes or less,40966716,6.1,87254,11.315,37100000,3500000.0,40600000.0
the forest,40749230,3.5,135,1.125,26600000,11000000.0,37600000.0
the forest,40749230,3.5,135,10.069,26600000,11000000.0,37600000.0
the forest,40749230,3.5,135,1.255,26600000,11000000.0,37600000.0
the witch,40454520,6.8,154278,13.493,25100000,15300000.0,40400000.0
the witch,40454520,6.8,154278,13.493,25100000,15300000.0,40400000.0
fist fight,40286416,5.6,35136,9.808,32200000,8900000.0,41100000.0
monte carlo,39686769,5.8,38731,11.017,23200000,16500000.0,39700000.0
mars needs moms,39549758,5.4,19823,8.852,21400000,17600000.0,39000000.0
furry vengeance,39340177,3.8,14700,9.45,17600000,18600000.0,36200000.0
killing them softly,39238443,6.2,124086,11.298,15000000,22900000.0,37900000.0
million dollar arm,39217912,7.0,41008,7.771,36500000,2800000.0,39300000.0
don't be afraid of the dark,39126427,5.6,44490,8.405,24000000,12900000.0,36900000.0
the eagle,38993548,6.2,61475,8.443,19500000,7600000.0,27100000.0
blair witch,38985577,5.0,36867,9.772,20800000,24400000.0,45200000.0
blair witch,38985577,5.0,36867,9.772,20800000,24400000.0,45200000.0
whiplash,38969037,8.5,616916,6.297999999999999,13100000,35900000.0,49000000.0
whiplash,38969037,8.5,616916,28.784,13100000,35900000.0,49000000.0
3 days to kill,38959900,6.2,81681,11.011,30700000,21900000.0,52600000.0
the sitter,38749404,5.7,65575,11.571,30400000,4500000.0,34900000.0
the gambler,38718031,7.0,10,8.807,33700000,5600000.0,39300000.0
the darkest minds,38361428,5.7,21340,23.967,12700000,28400000.0,41100000.0
the lazarus effect,38359310,5.2,37675,0.6,25800000,12600000.0,38400000.0
the lazarus effect,38359310,5.2,37675,10.157,25800000,12600000.0,38400000.0
ex machina,38358392,7.7,424542,18.485,25400000,11400000.0,36800000.0
jumping the broom,38158601,5.7,9089,8.477,37300000,415000.0,37715000.0
on the basis of sex,38073377,6.9,12083,32.624,24600000,13600000.0,38200000.0
beastly,38028230,5.6,72599,10.136,27900000,15300000.0,43200000.0
for colored girls,38017873,6.1,6728,2.858,37700000,17300.0,37717300.0
hell or high water,37584304,7.6,176469,15.749,27000000,10900000.0,37900000.0
home again,37336874,6.6,360,10.478,27000000,0.0,27000000.0
a walk in the woods,37119358,6.3,22033,6.935,29500000,8000000.0,37500000.0
gifted,36964656,5.6,107,16.745,24800000,18200000.0,43000000.0
amour,36787044,7.9,84960,10.705,6700000,13100000.0,19800000.0
burnt,36773510,6.6,95988,12.761,13700000,23000000.0,36700000.0
burnt,36773510,6.6,95988,12.761,13700000,23000000.0,36700000.0
jackie,36588512,6.7,66008,8.818999999999999,14000000,0.0,14000000.0
haywire,36374700,5.8,78681,10.015,18900000,14400000.0,33300000.0
the kids are all right,36275469,7.0,120656,8.426,20800000,13900000.0,34700000.0
room,36262783,8.2,316791,20.0,14700000,20700000.0,35400000.0
room,36262783,8.2,316791,20.0,14700000,20700000.0,35400000.0
one for the money,36197221,5.3,38473,8.62,26400000,10500000.0,36900000.0
devil's due,36146087,4.1,15502,5.893,15800000,21100000.0,36900000.0
a most wanted man,36068890,6.8,67914,10.267,17200000,19000000.0,36200000.0
arbitrage,35830713,6.6,46774,12.14,7900000,27600000.0,35500000.0
faster,35792945,6.5,93618,14.172,23200000,12400000.0,35600000.0
diary of a wimpy kid: the long haul,35609577,4.4,5635,10.839,20700000,19400000.0,40100000.0
steve jobs,35579007,7.2,138668,8.895,17800000,16700000.0,34500000.0
steve jobs,35579007,7.2,138668,8.895,17800000,16700000.0,34500000.0
alex cross,35426759,5.1,30951,9.962,25900000,8700000.0,34600000.0
eye in the sky,35402802,7.3,72301,10.219,18700000,0.0,18700000.0
snowden,35380918,7.3,119149,13.703,21600000,15700000.0,37300000.0
courageous,35185884,7.0,17586,7.406000000000001,34500000,0.0,34500000.0
the hate u give,35067665,7.3,17583,19.135,29700000,5200000.0,34900000.0
the november man,34820335,6.3,59293,17.747,25000000,7500000.0,32500000.0
broken city,34480045,6.2,71704,13.646,19700000,0.0,19700000.0
you will meet a tall dark stranger,34247816,6.3,41608,6.209,3200000,31000000.0,34200000.0
my week with marilyn,34240572,7.0,79337,12.081,14600000,20500000.0,35100000.0
suffragette,34044909,6.9,34306,7.763,4700000,11300000.0,16000000.0
lockout,33943049,6.1,89554,11.273,14300000,17900000.0,32200000.0
self/less,33667319,6.5,80743,19.131,12300000,18200000.0,30500000.0
get on up,33339868,6.9,19024,6.287999999999999,30700000,2700000.0,33400000.0
the perks of being a wallflower,33069303,8.0,422671,15.148,17700000,15600000.0,33300000.0
seven psychopaths,33035736,7.2,223493,10.967,15000000,4400000.0,19400000.0
inside llewyn davis,32943247,7.5,123759,10.549,13200000,19700000.0,32900000.0
project almanac,32909437,6.4,71500,9.55,22300000,10900000.0,33200000.0
you again,32838945,5.8,46690,10.208,25700000,6300000.0,32000000.0
katy perry: part of me,32700439,5.9,13034,7.138999999999999,25300000,7400000.0,32700000.0
leap year,32618920,6.5,86125,11.821,25900000,6700000.0,32600000.0
leap year,32618920,6.5,86125,2.563,25900000,6700000.0,32600000.0
nocturnal animals,32398681,7.5,205240,16.19,10700000,19600000.0,30300000.0
nocturnal animals,32398681,7.5,205240,16.19,10700000,19600000.0,30300000.0
kevin hart: let me explain,32327255,6.8,7880,8.476,32200000,74000.0,32274000.0
mud,31556959,7.4,156786,12.507,21600000,11000000.0,32600000.0
premium rush,31393201,6.5,105279,12.484000000000002,20300000,10800000.0,31100000.0
the house,31192425,4.6,50,9.62,25600000,8600000.0,34200000.0
the bye bye man,31187727,4.3,17743,9.847,22400000,4300000.0,26700000.0
movie 43,31164747,4.3,92980,12.813,8800000,23600000.0,32400000.0
joyful noise,31157914,5.8,7575,6.787000000000001,30900000,226000.0,31126000.0
spring breakers,31149251,5.3,126504,10.691,14100000,17600000.0,31700000.0
victor frankenstein,31124367,6.0,47492,9.061,5800000,28500000.0,34300000.0
victor frankenstein,31124367,6.0,47492,9.061,5800000,28500000.0,34300000.0
the water diviner,31054727,7.1,66595,11.479,4200000,34000000.0,38200000.0
the hurricane heist,30963684,5.1,15326,13.335,6100000,0.0,6100000.0
when the bough breaks,30768449,5.1,4729,8.062000000000001,29700000,911000.0,30611000.0
the raven,30601801,6.4,79578,0.6,16000000,13600000.0,29600000.0
the raven,30601801,6.4,79578,8.635,16000000,13600000.0,29600000.0
norm of the north,30535660,3.6,7951,9.325,17100000,0.0,17100000.0
mortdecai,30396134,5.5,61366,13.263,7700000,39600000.0,47300000.0
american ultra,30295028,6.1,76769,9.97,14400000,12700000.0,27100000.0
what's your number?,30163785,6.1,67922,10.390999999999998,14000000,16399999.0,30399999.0
when the game stands tall,30138912,6.7,14498,6.08,30100000,0.0,30100000.0
mandela: long walk to freedom,29890402,7.1,25027,8.262,8300000,19000000.0,27300000.0
the losers,29863840,6.4,83876,10.202,23600000,5800000.0,29400000.0
draft day,29847480,6.8,48812,10.581,28800000,620000.0,29420000.0
bad times at the el royale,29204379,7.1,86318,31.32,17800000,14000000.0,31800000.0
the disaster artist,28717667,7.4,111737,13.27,21100000,8700000.0,29800000.0
the disaster artist,28717667,7.4,111737,13.27,21100000,8700000.0,29800000.0
the 33,28400715,6.9,32263,9.993,12200000,12700000.0,24900000.0
let me in,28270399,7.1,107012,9.716,12100000,12000000.0,24100000.0
let me in,28270399,7.1,107012,0.675,12100000,12000000.0,24100000.0
cirque du soleil: worlds away,28012862,6.8,7643,6.537999999999999,12500000,21600000.0,34100000.0
dark skies,27704111,6.3,65754,11.582,17400000,9000000.0,26400000.0
ramona and beezus,27469621,6.6,16086,7.442,26200000,1100000.0,27300000.0
the incredible burt wonderstone,27392609,5.9,67549,9.362,22500000,4900000.0,27400000.0
big eyes,27317872,7.0,77447,12.017,14500000,14800000.0,29300000.0
you're next,26887177,6.6,79451,11.45,18500000,0.0,18500000.0
apollo 18,26517819,5.2,51427,8.384,17700000,7900000.0,25600000.0
upside down,26387039,6.4,66347,12.454,105000,8000000.0,8105000.0
your highness,26121638,5.5,92940,0.6,21600000,3300000.0,24900000.0
your highness,26121638,5.5,92940,12.254,21600000,3300000.0,24900000.0
top five,26001741,6.4,24744,6.322,25300000,800000.0,26100000.0
white boy rick,25947983,6.4,16255,13.794,24000000,1900000.0,25900000.0
triple 9,25943792,6.3,60369,13.334,12600000,10500000.0,23100000.0
our idiot brother,25861249,6.4,80738,8.523,24800000,0.0,24800000.0
enough said,25621449,7.0,55698,8.722000000000001,17600000,7700000.0,25300000.0
"paul, apostle of christ",25529498,6.7,5662,12.005,17600000,5500000.0,23100000.0
the last exorcism part ii,25448707,4.0,15124,7.561,15200000,0.0,15200000.0
aloha,25387091,5.4,54646,9.685,21100000,5200000.0,26300000.0
the cold light of day,25361206,4.9,33039,8.974,3800000,13100000.0,16900000.0
whiskey tango foxtrot,25350747,6.6,46265,8.564,23100000,0.0,23100000.0
big miracle,25268680,6.5,17585,6.76,20200000,4600000.0,24800000.0
mr. turner,25187026,6.8,22661,7.883999999999999,4000000,18200000.0,22200000.0
nebraska,24761360,7.7,105304,9.521,17700000,10000000.0,27700000.0
biutiful,24687524,7.5,80382,7.697,5100000,20000000.0,25100000.0
only the brave,24555177,7.7,45482,14.163,18300000,7400000.0,25700000.0
i don't know how she does it,24474463,4.9,18552,8.271,9700000,20900000.0,30600000.0
the founder,24403192,5.9,33,12.349,12800000,11300000.0,24100000.0
the founder,24403192,5.9,33,12.349,12800000,11300000.0,24100000.0
warrior,24215385,8.2,403755,15.478,13700000,9400000.0,23100000.0
wanderlust,24159934,5.6,69081,9.896,17500000,4200000.0,21700000.0
rock dog,24148488,5.9,3991,10.362,9400000,0.0,9400000.0
youth,24001573,6.6,36,1.008,2700000,0.0,2700000.0
youth,24001573,6.6,36,9.265,2700000,0.0,2700000.0
youth,24001573,6.6,36,5.082,2700000,0.0,2700000.0
the railway man,23910210,7.1,34586,9.582,4400000,17900000.0,22300000.0
hunt for the wilderpeople,23845533,7.9,87532,12.545,5200000,0.0,5200000.0
wish upon,23477345,5.0,14962,10.219,14300000,0.0,14300000.0
middle school: the worst years of my life,23311293,6.1,6413,8.479,20000000,3300000.0,23300000.0
beasts of the southern wild,23265132,7.3,77440,7.53,12800000,8300000.0,21100000.0
before midnight,23251930,7.9,123107,11.765,8100000,3100000.0,11200000.0
it follows,23250755,6.9,182839,18.419,14700000,0.0,14700000.0
it follows,23250755,6.9,182839,18.419,14700000,0.0,14700000.0
free state of jones,23237252,6.9,45135,8.574,20800000,4200000.0,25000000.0
chips,23190292,6.0,37029,13.744000000000002,18600000,8199999.0,26799999.0
chips,23190292,6.8,145,13.744000000000002,18600000,8199999.0,26799999.0
baggage claim,22885836,5.1,8296,8.666,21600000,887000.0,22487000.0
young adult,22750356,6.3,74071,8.335,16300000,6600000.0,22900000.0
polisse,22744132,7.3,12506,7.682,211000,20200000.0,20411000.0
bullet to the head,22597969,5.7,44816,17.574,9500000,0.0,9500000.0
trance,22594052,4.6,77,9.571,2300000,21900000.0,24200000.0
the light between oceans,22281732,7.2,46247,29.887,12500000,13400000.0,25900000.0
fifty shades of black,22113075,3.5,17189,8.783999999999999,11700000,10500000.0,22200000.0
the man with the iron fists,22018988,5.4,58185,15.457,15600000,4099999.0,19699999.0
black or white,21971021,6.6,10659,8.05,21600000,0.0,21600000.0
black or white,21971021,6.6,10659,8.05,21600000,0.0,21600000.0
just wright,21867665,5.9,12466,7.047000000000001,21500000,29900.0,21529900.0
melancholia,21817298,7.2,153434,11.123,3000000,12900000.0,15900000.0
live by night,21774432,6.4,47243,11.322,10400000,12300000.0,22700000.0
live by night,21774432,6.4,47243,11.322,10400000,12300000.0,22700000.0
proud mary,21709539,4.9,6805,9.371,20900000,876000.0,21776000.0
the rum diary,21544732,6.2,94787,12.011,13100000,10800000.0,23900000.0
our family wedding,21410546,4.9,6417,5.025,20300000,1200000.0,21500000.0
buried,21270290,7.0,139426,10.888,1000000,18100000.0,19100000.0
a haunted house 2,21206861,4.7,18085,6.948,17300000,6600000.0,23900000.0
the guard,21197454,7.3,75183,10.177,5400000,14200000.0,19600000.0
father figures,21038441,5.5,14373,12.45,17500000,8100000.0,25600000.0
father figures,21038441,5.5,14373,12.45,17500000,8100000.0,25600000.0
khumba,20898221,5.7,4984,9.597,1000,27200000.0,27201000.0
a thousand words,20790486,5.9,36387,8.017000000000001,18500000,3600000.0,22100000.0
superfly,20723581,5.0,4753,12.046,20500000,236000.0,20736000.0
the infiltrator,20718104,7.0,61547,9.588,15400000,0.0,15400000.0
keanu,20688141,6.3,41560,8.952,20600000,0.0,20600000.0
country strong,20601987,6.3,16296,7.567,20200000,310000.0,20510000.0
the nutcracker in 3d,20466016,4.3,3119,7.566,195000,16000000.0,16195000.0
margin call,20433227,7.1,107264,9.498,5400000,14200000.0,19600000.0
shame,20412841,7.2,171353,13.152,3900000,13800000.0,17700000.0
shame,20412841,7.2,171353,1.4,3900000,13800000.0,17700000.0
shame,20412841,7.2,171353,7.642,3900000,13800000.0,17700000.0
the sapphires,20395040,7.0,12143,6.16,2500000,18000000.0,20500000.0
another year,20005613,7.3,26273,9.394,3200000,16500000.0,19700000.0
another year,20005613,7.3,26273,1.004,3200000,16500000.0,19700000.0
if beale street could talk,19859167,7.2,25512,13.579,14900000,5700000.0,20600000.0
it comes at night,19720203,6.2,69039,12.337,14000000,5300000.0,19300000.0
blackhat,19665004,5.4,48427,16.824,8000000,11600000.0,19600000.0
dead man down,19599974,6.5,61238,10.349,10900000,7200000.0,18100000.0
before i go to sleep,19563579,6.3,64684,16.07,3200000,12200000.0,15400000.0
the edge of seventeen,19096003,7.3,87602,11.546,14400000,4400000.0,18800000.0
the edge of seventeen,19096003,7.3,87602,11.546,14400000,4400000.0,18800000.0
the drop,19054534,7.1,132161,14.795,10700000,7900000.0,18600000.0
before i fall,18945682,6.4,39282,14.584,12200000,0.0,12200000.0
shark night 3d,18877153,4.0,23190,7.879,18900000,21300000.0,40200000.0
admission,18733666,5.7,31849,8.065,18000000,0.0,18000000.0
the gunman,18594227,5.8,36053,10.388,10700000,13500000.0,24200000.0
battle of the sexes,18445379,6.7,43245,0.6,12600000,0.0,12600000.0
battle of the sexes,18445379,6.7,43245,11.988,12600000,0.0,12600000.0
battle of the sexes,18445379,6.7,43245,11.988,12600000,0.0,12600000.0
machete kills,18273009,5.6,69968,10.36,8000000,7000000.0,15000000.0
repo men,18195238,6.3,96144,12.437,13800000,4600000.0,18400000.0
dope,18190831,7.2,76557,9.246,17500000,480000.0,17980000.0
hell fest,18119231,5.5,8662,12.955,11100000,7100000.0,18200000.0
and so it goes,17920013,5.8,11597,8.235,15200000,10200000.0,25400000.0
little boy,17769299,7.4,20945,5.805,6500000,0.0,6500000.0
fruitvale station,17549645,7.5,68187,9.587,16100000,1300000.0,17400000.0
mommy,17536004,8.1,43020,11.095,3500000,0.0,3500000.0
while we're young,17503828,6.3,41327,8.022,7600000,9700000.0,17300000.0
while we're young,17503828,6.3,41327,8.022,7600000,9700000.0,17300000.0
addicted,17499242,5.2,7640,8.295,17400000,0.0,17400000.0
addicted,17499242,7.2,25,8.295,17400000,0.0,17400000.0
a street cat named bob,17382693,7.4,23204,7.12,82700,0.0,82700.0
a street cat named bob,17382693,7.4,23204,7.12,82700,0.0,82700.0
hardcore henry,17187434,6.7,78226,10.459,9300000,7600000.0,16900000.0
kites,17155193,6.1,11353,6.058,1600000,1300000.0,2900000.0
the lost city of z,17121823,6.6,66475,11.048,8600000,10700000.0,19300000.0
the lost city of z,17121823,6.6,66475,11.048,8600000,10700000.0,19300000.0
somewhere,17023121,6.3,40250,7.596,1800000,12200000.0,14000000.0
my soul to take,16727470,4.8,18381,9.808,14700000,6200000.0,20900000.0
battle of the year,16723377,5.1,8769,5.858,8900000,7700000.0,16600000.0
pride and prejudice and zombies,16638300,5.8,46187,9.086,10900000,5500000.0,16400000.0
silent house,16610760,5.3,20831,7.079,12800000,347000.0,13147000.0
blue valentine,16566240,7.4,170089,8.994,9700000,2600000.0,12300000.0
blue valentine,16566240,7.4,170089,8.994,9700000,2600000.0,12300000.0
upgrade,16553285,7.6,104978,21.413,12000000,2400000.0,14400000.0
sea rex 3d: journey to a prehistoric world,16515203,6.9,364,2.7460000000000004,6100000,9900000.0,16000000.0
the space between us,16481405,6.4,41031,14.437,7900000,6900000.0,14800000.0
unfriended: dark web,16434588,5.9,13822,17.861,8900000,6300000.0,15200000.0
the words,16369708,7.1,70308,7.2010000000000005,11500000,1700000.0,13200000.0
paranoia,16340767,5.7,33149,0.6,7400000,6400000.0,13800000.0
paranoia,16340767,5.7,33149,7.673999999999999,7400000,6400000.0,13800000.0
paranoia,16340767,5.7,33149,0.6,7400000,6400000.0,13800000.0
paranoia,16340767,5.7,33149,0.6,7400000,6400000.0,13800000.0
winter's bone,16131551,7.2,127751,9.824,6500000,7300000.0,13800000.0
the conspirator,15907411,6.9,26416,6.492999999999999,11500000,3900000.0,15400000.0
extraordinary measures,15826984,6.5,15673,6.3,12100000,3100000.0,15200000.0
regression,15824374,5.7,33335,10.713,55000,17600000.0,17655000.0
anonymous,15815509,6.9,37932,8.113999999999999,4500000,10900000.0,15400000.0
made in dagenham,15644196,7.2,13121,7.275,1100000,11300000.0,12400000.0
scouts guide to the zombie apocalypse,15554855,6.3,40479,10.451,3700000,12400000.0,16100000.0
shanghai,15505922,6.4,8662,6.824,46400,9200000.0,9246400.0
